time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1668525378895734000,0.395734130859375,0,0,3.4717469215393066,7.059999942779541,0.005457946099340916,0,434.2804791160724,6.5795156,46.519601
1668525379895795700,1.395795654296875,0,0,3.4869537353515625,6.9629998207092285,0.008055660873651505,0,434.32968839348797,6.5795176,46.5195998
1668525380684000000,2.184,0,0,3.4869537353515625,6.908999919891357,0.08633573353290558,0,434.32968839348797,6.5795196,46.519598
1668525381409000000,2.909,0,0,3.5083491802215576,6.611999988555908,0.07987561076879501,0,434.2762000620092,6.5795222,46.5195941
1668525381894612700,3.39461279296875,0,0,3.523240804672241,6.668000221252441,0.04022200033068657,0,434.1135976126204,6.5795224,46.5195936
1668525382690000000,4.189999755859375,0,0,3.523240804672241,6.795000076293945,0.01876581273972988,0,434.1135976126204,6.5795238,46.5195924
1668525383472000000,4.972,0,0,3.459155321121216,6.809999942779541,0.003923949785530567,0,433.96169551857486,6.5795254,46.5195913
1668525383898729700,5.398729736328125,0,0,5.108809471130371,6.811999797821045,0.00173574301879853,0,434.075411276095,6.5795256,46.519591
1668525384733000000,6.233,0,0,5.108809471130371,6.775000095367432,0.000052953018894186243,0,434.075411276095,6.5795259,46.5195907
1668525385309000000,6.809,0,0,5.107455730438232,6.611000061035156,0.00006705339183099568,0,433.92351306491594,6.5795262,46.5195907
1668525386307000000,7.807,0,0,5.1004486083984375,6.684999942779541,0.001679303590208292,0,433.8785859480307,6.5795256,46.5195903
1668525386749000000,8.249,0,0,5.1004486083984375,6.770999908447266,0.0024916287511587143,0,433.8785859480307,6.5795254,46.519591
1668525387906192100,9.406192138671875,0,0,4.948955535888672,6.672999858856201,0.005146355368196964,0,434.0582958482466,6.5795259,46.5195927
1668525388907228700,10.407228759765625,0,0,5.110574722290039,6.583000183105469,0.0061930264346301556,0,434.0604352748328,6.5795264,46.5195937
1668525389912797700,11.412797607421876,0,0,5.131417751312256,6.71999979019165,0.006199900060892105,0,434.07327184571864,6.5795265,46.5195944
1668525390395000000,11.895,0,0,5.131417751312256,6.798999786376953,0.0033259992487728596,0,434.07327184571864,6.5795275,46.5195943
1668525390895186000,12.39518603515625,0,0,5.2194952964782715,6.859000205993652,0.001274230657145381,0,434.14173388632025,6.5795277,46.519594
1668525391587000000,13.087,0,0,5.2194952964782715,6.96999979019165,0.0020088674500584602,0,434.14173388632025,6.5795281,46.5195946
1668525392067000000,13.567,0,0,5.171180248260498,6.763999938964844,0.23996733129024506,230.59573364257812,434.14173388632025,6.5795274,46.5195955
1668525392900195300,14.4001953125,0,0,5.089213848114014,6.807000160217285,0.4577457010746002,236.83377075195312,434.28079911329297,6.5795256,46.519595
1668525393204000000,14.704,0,0,5.089213848114014,6.8429999351501465,0.9061260223388672,249.28981018066406,434.28079911329297,6.579526,46.5195986
1668525393709000000,15.209,0,0,5.089213848114014,6.934000015258789,1.2653473615646362,251.55592346191406,434.28079911329297,6.5795229,46.5195995
1668525394774000000,16.274000244140623,0,0,5.058241367340088,7.110000133514404,1.110308289527893,277.18304443359375,434.3514023348789,6.5795196,46.5196061
1668525395896850700,17.3968505859375,0,0,4.804053783416748,7.179999828338623,1.028953194618225,3.597855567932129,434.1692244143834,6.5795603,46.5196501
1668525396905000000,18.405,0,0,4.813714027404785,7.307000160217285,1.1179593801498413,5.68904447555542,434.1050396756095,6.5795617,46.5196551
1668525397630000000,19.130000244140625,0,0,4.72718620300293,7.434999942779541,1.0379161834716797,3.856806755065918,434.1050396756095,6.5795641,46.5196608
1668525398904328000,20.404327880859373,0,0,4.842747688293457,7.560999870300293,0.9579300284385681,11.28750991821289,434.1007607103524,6.5795689,46.5196719
1668525399869000000,21.369,0,0,4.842747688293457,7.551000118255615,1.098845362663269,15.02679443359375,434.1007607103524,6.5795773,46.5196825
1668525400893461500,22.39346142578125,0,0,4.812679290771484,7.2820000648498535,1.2473191022872925,9.01949691772461,434.5329471398037,6.5795995,46.5197111
